Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,7/1/25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,,,
Kenya,KEN,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.53400993,22.11487579,22.28772163,25.64012337,27.65002823,30.9943428,40.3040123,49.44605255,54.35681915,55.455616,58.8164711,57.02286911,64.48231506,67.59809875,72.84589386,70.94755554,73.88768005,66.46552277,75.27681732,85.64528656,86.59217834,94.1061554,90.43982697,,,,Complete,
Kyrgyz Republic,KGZ,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0349474,12.87845421,14.4122982,21.68980598,26.37302399,34.93693161,44.5950737,49.61043167,62.77722549,59.93972397,60.67642975,78.73632813,98.66984558,103.5918884,93.15830994,79.54891205,71.52179718,76.60479736,65.34625244,61.39657974,61.40720367,72.58777618,85.87857056,,,,Complete,
Cambodia,KHM,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.28210449,22.18662643,24.26277161,25.00942993,28.81097794,32.33904266,32.844944,30.77592659,48.62422562,55.25073624,53.58575439,65.3871994,68.28430939,71.30926514,72.69956207,71.56456757,75.22520447,77.97311401,91.59080505,112.5851059,110.0111847,119.6354599,109.5297546,,,,Complete,
Kiribati,KIR,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.61151886,85.88798523,92.96794891,102.4373169,132.2904511,131.8864136,126.8606186,148.0586853,190.3392792,167.9720612,133.1592712,141.5138092,146.6194458,154.3434601,155.3865662,118.3345871,157.7289734,179.5788117,208.7383118,177.9302521,239.2435303,262.5410767,217.6827698,,,,Complete,
St. Kitts and Nevis,KNA,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446.6665955,440.2156372,465.0772095,482.8713684,491.6253052,556.97229,689.4454956,707.9696045,881.0984497,872.6747437,866.8499756,920.4958496,880.1757813,938.3161621,961.7302856,1041.82251,1161.870972,1185.901733,1120.833008,1223.835449,1067.960205,1134.475098,1160.264282,,,,Complete,
"Korea, Rep.",KOR,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475.2520752,503.157959,537.1611328,685.2843628,765.1085815,945.3060913,1131.659302,1256.115601,1171.5625,1146.563721,1413.1521,1562.213135,1591.780396,1727.566162,1909.915039,1933.617798,2015.13208,2221.751465,2493.335693,2592.478516,2649.334229,3141.522461,3049.671631,3269.703857,,,Complete,
Kuwait,KWT,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.2096863,553.7513428,578.4153442,626.3509522,649.4250488,727.2536621,782.2037964,880.7110596,1069.464722,1025.904907,1050.415894,1147.155396,1216.868408,1235.293213,1293.832642,1259.557861,1292.719849,1351.723877,1658.60376,1643.164917,1523.427612,1788.775635,1700.31958,,,,Complete,
Latin America & Caribbean (excluding high income),LAC,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.6189577,269.42958,230.5092676,241.3243805,273.8267206,332.5845929,388.2882348,464.5502193,533.4518333,527.6486806,627.0983346,713.6847208,708.6742939,738.1332643,743.8487788,657.4244926,625.3374444,707.7903786,666.4540829,650.9607086,571.9856139,641.776602,701.7444818,,,,Complete,
Lao PDR,LAO,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.10313892,14.46665001,12.90540886,17.59125519,16.23278809,17.33082581,19.22654533,24.56666374,26.74945259,35.71521378,34.52460861,27.11878395,32.46548843,43.49770355,45.53330612,52.04236603,54.3762207,61.42248535,57.1708374,67.57865143,51.96581268,68.61697388,41.34779739,,,,Complete,
Lebanon,LBN,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.7009583,416.5748596,391.741394,373.3597107,368.0142517,347.4025269,401.4367065,438.7111206,462.1776733,496.882843,567.2550659,640.6980591,588.8391724,576.8717651,569.9793701,572.0722046,640.9656372,671.7799683,740.4694214,779.6077881,518.296875,311.8408508,392.3832703,,,,Complete,
Liberia,LBR,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.48562813,6.83265972,6.94840527,6.09226465,18.00925446,20.4276638,19.2805481,15.85356617,26.30083656,51.79761505,50.15371704,53.83006287,49.88091278,48.22105026,59.32390976,69.40925598,67.68016052,71.56608582,71.17150116,51.1932373,76.11009979,92.3295517,99.65045929,,,,Complete,
Libya,LBY,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.1134491,255.7710877,181.7310791,189.7272949,200.8360443,209.878479,231.1196899,269.6308594,312.111969,342.2044983,380.585968,305.2003784,592.463562,594.6533814,462.1921692,433.0680847,464.4753113,466.0853882,544.8807983,552.7316895,472.622406,306.7045898,278.3821106,,,,Complete,
St. Lucia,LCA,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.842804,285.0489807,299.7996521,317.2759399,309.4220886,333.3737488,389.9459534,439.592804,430.2307434,432.087677,438.2392883,463.7949829,455.9762268,483.6133728,464.5115051,466.4829102,472.4305115,495.1260071,486.537262,493.9570313,577.5570068,588.3696289,644.8027954,,,,Complete,
Latin America & Caribbean,LCN,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.0999636,274.330129,236.3488196,247.2704275,280.7994259,339.218606,395.2004282,471.5096977,541.5346478,536.9945677,637.6891856,725.6202787,725.0005061,757.9474492,763.0953738,681.597121,653.6256325,739.0802554,678.4305504,661.4933792,589.402562,664.3978463,721.8908928,,,,Complete,
Least developed countries: UN classification,LDC,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5449196,11.50706426,12.53574523,14.36331539,16.90926844,19.11379786,22.50476542,26.57174575,31.17073216,32.06582784,32.9767889,36.41481799,38.06377572,41.41365283,43.38444754,42.34720305,42.02829311,42.57943554,42.67547355,41.96966623,42.78850981,46.30734591,48.18208215,,,,Complete,
Low income,LIC,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.37745474,14.6171786,15.72522149,17.74374405,20.80684823,24.01802247,28.16838153,33.69887941,38.36687078,39.02627021,39.41616635,40.85688044,39.9724958,42.35798913,43.8402242,40.91332843,38.65658447,37.06249792,37.34242513,35.04775372,35.85375677,37.1837336,39.01621395,,,,Complete,
Liechtenstein,LIE,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete,
Sri Lanka,LKA,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.54893112,39.87185287,41.24043274,40.82443619,49.14835358,55.40001297,63.2890892,71.38779449,90.00082397,97.26274872,105.0737152,115.5164261,110.0360031,133.1596832,132.8219452,144.2907715,145.3249664,142.3251801,154.646225,154.8707123,152.001297,157.1332245,145.5581055,,,,Complete,
Lower middle income,LMC,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.73155131,23.4550746,23.69572535,26.46747968,29.80215746,33.80058042,37.984757,44.07034828,49.35227307,50.07797993,56.44837431,61.81034823,64.88049732,70.91952689,73.13437637,73.73145151,73.20378171,71.04652861,72.53211273,76.31119107,78.85096217,91.47705543,93.50330589,,,,Complete,
Low & middle income,LMY,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.67869563,59.08423493,57.52019158,64.32024837,73.9326201,86.51850007,99.02422017,117.7641822,139.2216438,146.068469,168.528897,195.3171919,207.5254005,221.7665767,229.0653926,223.8880308,221.919116,238.5806514,247.7922432,254.7221919,257.6453915,293.1386123,296.0006721,,,,Complete,
Lesotho,LSO,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.71122551,28.22144127,23.2145462,32.02215576,41.18851089,41.66717911,49.67809296,65.80387878,69.06710052,80.82315063,88.61594391,118.7256928,126.1050415,131.5473023,121.3491592,105.0950851,91.45993805,115.9289093,131.4331207,236.4402466,97.32032776,116.6022263,133.7017059,,,,Complete,
Late-demographic dividend,LTE,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.50327819,89.29190879,94.89777506,105.8972898,124.3977894,149.1800856,176.5658718,217.7105876,275.213455,286.764428,327.0297936,387.4821608,415.5056494,454.9151919,477.2430463,449.3617781,453.2085168,508.0407623,552.0124077,578.1397726,600.2699344,684.8191827,705.0053049,,,,Complete,
Lithuania,LTU,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.1761322,218.8180237,254.3668823,338.8630676,366.9596863,438.9326782,536.0573731,704.2931519,936.5093384,864.7363892,805.2244873,925.4716187,896.9370728,958.9271851,1021.232971,920.1997681,988.5279541,1078.171387,1249.031006,1369.979492,1520.392212,1854.280518,1829.663208,1988.946655,,,Complete,
Luxembourg,LUX,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2901.199951,3109.201416,3600.867432,4607.402832,5610.353516,5818.145996,6070.73584,6671.265137,7578.749512,7670.59375,7459.835449,7174.739258,6029.474609,6356.644531,6547.034668,5421.932129,5475.139648,5713.118652,6227.083984,6221.73877,6785.862305,7632.572754,7022.626953,7504.584961,,,Complete,
Latvia,LVA,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.5707245,205.0204773,237.295166,280.5087891,393.2980652,440.8097229,552.3016357,775.1914673,913.5214844,744.6616211,689.0772095,764.5917969,745.5174561,807.1300049,856.7665405,775.8643189,874.7977295,932.5015869,1101.492432,1183.115112,1313.354126,1897.952759,1642.471313,,,,Complete,
"Macao SAR, China",MAC,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete,
St. Martin (French part),MAF,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete,
Morocco,MAR,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.63968277,56.55395889,63.57953644,77.74629211,91.17259979,97.19748688,110.2236862,131.8644867,153.2367706,165.5069428,168.3659515,179.0001984,172.0435333,179.8197479,188.6415863,162.8519898,162.2150726,166.8500061,175.7051849,177.8462524,185.4524536,211.9419098,199.2141266,,,,Complete,
Monaco,MCO,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2968.431885,3047.760986,3359.671875,4822.001465,5671.208496,5876.081055,6140.177734,7025.236816,8307.685547,8157.435059,8016.669922,8302.794922,7868.831543,8455.655273,8678.043945,7348.51709,7149.518066,7098.205078,7616.035645,7512.531738,7579.644043,8222.664063,7655.94043,,,,Complete,
Moldova,MDA,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.37988663,25.3985939,33.9242363,38.43836975,64.60713959,79.33213043,100.1081619,135.4436646,185.5611572,208.5300446,198.2889404,214.9824677,223.6189575,231.6622925,230.7698212,186.4364319,171.1847687,243.9454041,276.4714356,284.300293,306.6489258,410.1229858,398.1491089,,,,Complete,
Madagascar,MDG,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1882658,13.13894939,15.01983547,17.64075851,14.29298973,15.9498682,16.44085503,19.33553123,20.91898537,19.56957817,21.13975906,22.88667488,19.30151749,19.33186913,22.56570244,22.29386139,24.20793915,23.62072182,21.12731934,15.50084877,16.78295326,17.17938805,16.32154655,,,,Complete,
Maldives,MDV,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.8586731,229.8004456,249.4811401,240.5402679,304.5932312,335.1377869,403.9428406,478.2434998,775.1459351,679.6629639,608.8717651,588.2075806,647.1155396,671.6532593,707.3924561,837.4729004,1017.999084,961.5741577,833.2157593,880.7996216,845.8244019,1057.34314,1150.685547,,,,Complete,
"Middle East, North Africa, Afghanistan & Pakistan",MEA,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0596358,103.2064306,98.76433678,98.54423854,108.4168408,121.6754714,136.5941389,158.6575484,186.7285941,202.4565084,218.0228914,248.4925123,263.4520197,264.7812454,278.010622,269.4134575,280.297129,286.8000897,279.1587287,274.6735494,278.4256203,296.6665572,293.1042754,,,,Complete,
Mexico,MEX,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.3471985,364.3967285,385.6147156,411.8319702,446.1360474,483.9797058,514.298645,558.0653076,573.111145,492.598877,534.0852051,565.3173828,582.4829712,625.5976563,609.8223267,553.9125977,489.9223023,512.5497437,528.2630615,549.7260132,535.1166992,606.1341553,650.9707031,,,,Complete,
Marshall Islands,MHL,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.733429,269.2214661,309.727417,338.2261047,363.4033203,490.5992737,613.298523,485.016571,536.2303467,543.6762695,548.598999,376.3920593,410.4979248,445.4242554,449.9056397,557.3521118,619.3566895,553.0629883,702.8359375,793.6685181,687.024353,782.1635132,758.4487305,,,,Complete,
Middle income,MIC,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.24636871,61.75866349,60.26678497,67.41618257,77.51997419,90.80903249,103.9778682,123.74783,146.5233789,153.9518053,178.1725339,207.0481031,220.448875,236.2186381,244.1867279,239.0470543,237.3601505,256.2510733,266.5878034,274.7321974,278.2562151,317.4466462,321.0718963,,,,Complete,
North Macedonia,MKD,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.68013,150.4312439,172.879715,214.2960358,230.6800079,229.812439,242.6014252,263.2537842,313.6111755,297.8805847,308.0942993,335.1317139,317.978302,361.1316834,357.6386719,322.2521362,347.4427185,375.3303833,426.5729065,469.4734497,510.8101196,636.65448,561.6928101,,,,Complete,
Mali,MLI,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.00467396,13.15898132,15.8949194,18.7693882,21.72006226,23.9734993,26.93185234,29.63539696,33.2138176,34.64718246,31.36423492,31.67959213,27.53107071,30.09257126,35.7261734,28.97842216,27.58086205,28.49467659,31.16962624,31.4089489,28.20211601,30.61906815,29.74292755,,,,Complete,
Malta,MLT,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,647.1015015,685.9840088,830.6463013,1074.09314,1223.857422,1379.686401,1474.484497,1596.123169,1751.165039,1677.362305,1733.668823,1960.061157,1898.60144,2121.082275,2456.434814,2243.467041,2321.15332,2551.716064,2753.510986,2943.63208,3135.405273,3641.619385,3352.774902,,,,Complete,
Myanmar,MMR,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.47214985,4.62700701,7.0817728,6.57480383,7.01517916,7.65254498,8.47415161,9.91384029,14.70817947,18.70313454,20.23270416,27.40522575,37.25568008,37.68575287,54.28113556,63.62335968,59.67910385,59.51782608,60.83261871,53.72147369,66.02284241,71.14800262,57.96875763,,,,Complete,
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0125235,57.01161008,56.15813496,55.5382003,63.54462072,71.8813644,81.03492993,96.75024011,115.7473914,127.3748539,140.4052637,158.6270039,167.5126151,156.2082065,157.3065138,152.6395872,158.2502661,158.1425111,141.9962279,133.839418,127.0878858,136.306827,132.5819176,,,,Complete,
Montenegro,MNE,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,571.6560059,535.1622315,597.1759644,581.401062,582.187439,604.8866577,623.6884155,745.7520752,754.7744141,896.2488403,1024.256592,1107.064453,,,,Incomplete,
Mongolia,MNG,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.13583946,27.85225105,30.67812347,27.18718147,33.7024498,38.04277039,49.52784348,66.17643738,97.26833344,76.7000351,99.50933838,135.9866486,169.6519928,180.4154358,176.6965179,165.1929627,168.4140472,160.4889679,188.6411591,197.5713196,188.7746429,330.0375366,448.2421265,,,,Complete,
Northern Mariana Islands,MNP,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete,
Mozambique,MOZ,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.00877714,8.53719139,10.00207806,11.03660774,14.12452602,18.40718079,18.05057144,19.29700851,24.48562622,27.68954468,26.26061249,30.42516136,35.24672699,41.5031395,43.50259018,40.35658646,31.85357285,36.75825882,41.29206467,41.01906586,34.87546539,45.22790909,49.4729538,,,,Complete,
Mauritania,MRT,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.00290108,23.28163338,25.96999741,29.51877594,31.47280884,34.00539017,35.14922333,40.41820145,49.2858696,44.64679718,43.759655,47.77469254,49.2515831,55.47412872,59.29050827,57.1233139,49.90084076,55.22446442,49.68307495,54.63365555,53.89974594,73.6309433,90.41540527,,,,Complete,
Mauritius,MUS,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.8982086,116.3610687,132.3863373,157.6841736,184.7432861,192.1385803,203.241806,229.2313385,312.8854065,301.6726074,357.1738281,385.7624817,387.1026001,440.0028076,544.4412231,515.7224731,540.392395,594.8612061,640.6218262,639.1828613,541.9518433,593.77948,590.93573,,,,Complete,
Malawi,MWI,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.84964848,7.42542601,11.17413807,12.3155899,15.94395351,17.2403183,20.95054436,25.02168465,32.73458099,35.56491852,33.99176025,39.29244232,32.53772354,39.53992844,35.337677,34.97310638,34.0307579,37.60110092,36.70302963,36.91519165,43.22896194,47.58463669,39.65991211,,,,Complete,
Malaysia,MYS,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.8384552,114.9171066,121.6139145,142.2120209,153.8629761,162.1767731,200.5480042,230.5599823,263.6781921,245.6435394,285.6426392,343.4587708,371.7604675,381.6921082,414.4392395,368.7733154,350.7116089,366.366394,409.8471069,419.3256836,406.5200501,476.9436646,458.219635,,,,Complete,
North America,NAC,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4297.418154,4620.927485,5014.026157,5417.798234,5759.516781,6117.729623,6502.611435,6861.527804,7077.781736,7292.676421,7561.413612,7756.468411,7989.631061,8117.337616,8438.119887,8747.455126,9046.624592,9326.952368,9663.093127,9989.457273,11053.0048,11429.55914,11789.31002,,,,Complete,
Namibia,NAM,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.1069183,185.6533508,173.5583038,257.13797,347.4169006,374.6821594,409.2237549,463.4438171,411.6569519,384.4406738,519.5505371,565.4346924,550.6829834,484.6433106,452.2585144,476.5094299,409.7810669,448.5822144,439.8765869,397.4284973,344.6992493,413.5119019,405.5939331,,,,Complete,
New Caledonia,NCL,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete,
Niger,NER,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.10514259,9.74551487,10.91576767,12.63532829,14.1569891,18.03248978,19.30820656,20.80476379,24.75069427,24.51097679,23.7641449,24.84123039,22.71487427,24.61338997,25.09494019,25.96905327,22.68474007,29.09627533,30.61364555,31.89424324,35.75509644,35.39406204,26.50681686,,,,Complete,
Nigeria,NGA,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.15887642,17.96053314,17.53752899,37.91439438,42.81798172,52.24337006,63.63072205,66.90659332,77.45053101,65.71811676,73.008255,80.2377243,87.89523315,97.29588318,102.3988876,92.91207123,75.52328491,70.31814575,63.60244751,67.6254425,67.91384888,81.87322235,90.92185211,,,,Complete,
Nicaragua,NIC,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.29532623,57.69081879,58.15333939,62.13036346,66.54763794,73.65701294,79.3536377,93.93821716,109.2023163,112.7574921,117.7014771,125.1354065,133.6448975,140.2037201,156.2223206,165.1894836,171.5748291,181.7581024,172.9760437,166.4900971,165.8803864,204.212738,208.4754486,,,,Complete,
Netherlands,NLD,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2028.181396,2175.730469,2544.813477,3244.356445,3689.464355,3823.480957,4080.219727,4696.141602,5382.445801,5282.743164,5191.693848,5562.121094,5284.649902,5532.726074,5601.885742,4676.562012,4644.020996,4934.575195,5330.660156,5340.612793,5865.905273,6554.968262,5796.034668,,,,Complete,
Norway,NOR,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2948.931641,3099.003418,3889.959473,4632.568359,5097.344238,5584.688965,5892.987305,6895.560059,7768.050293,7301.959961,7859.516113,8900.37207,8970.119141,9241.265625,9116.37793,7566.561523,7492.07666,7815.787109,8271.859375,8007.355469,7824.577148,9163.138672,8692.576172,,,,Complete,
Nepal,NPL,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.34249592,10.26854038,10.46419716,11.06888008,12.92468262,14.14693356,13.68047714,17.13900185,18.86374855,20.86620903,29.62231827,34.14775085,33.64963913,35.14327621,41.9739151,46.49585342,47.1232872,49.63053513,51.16128922,53.61107254,59.07941437,66.54234314,88.26616669,,,,Complete,
Nauru,NRU,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463.7773438,349.0168762,298.9127808,273.5983276,216.2366638,328.9277954,363.4636536,586.8157959,809.6564941,575.3952637,626.2112427,672.2762451,873.8165894,831.8456421,760.0439453,979.765564,981.883667,1127.475098,1221.423584,1213.868042,1270.525635,1809.333862,2264.202393,,,,Complete,
New Zealand,NZL,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1054.281006,1053.736328,1250.126343,1610.730347,1981.972046,2295.371826,2304.065186,2705.664307,2850.05835,2712.92041,3232.713623,3655.536377,3854.956299,4012.08374,4184.597656,3582.663574,3702.371094,3849.741699,3907.599121,4059.056396,4214.571777,4967.381836,4804.37793,,,,Complete,
OECD members,OED,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2150.134064,2225.934375,2408.741246,2731.773381,3004.142264,3168.283837,3339.161859,3628.609686,3881.396203,3920.66387,4049.372532,4343.310075,4351.121341,4373.496244,4489.529645,4322.598422,4445.736994,4588.601738,4799.828589,4885.360587,5292.303872,5654.945594,5551.648942,,,,Complete,
